Accuracy,AUROC,Sensitivity,Specificity,F1-score,Split
0.9523809523809523,0.9823931768282383,0.9435483870967742,0.9581151832460733,0.9397590361445783,Train
-,-,-,-,-,Test
-,-,-,-,-,Blinded Test
